,Loss
1569,168.68147
1570,160.55774
1571,184.43436
1572,168.77904
1573,151.56595
1574,173.89871
1575,171.16324
1576,175.4962
1577,135.65573
1578,191.8248
1579,175.79602
1580,166.6307
1581,169.59268
1582,155.5416
1583,179.2396
1584,215.72144
1585,184.26529
1586,182.3642
1587,184.40402
1588,171.00809
1589,137.14407
1590,158.23639
1591,162.05598
1592,155.68646
1593,196.36414
1594,170.23839
1595,170.76509
1596,178.6927
1597,181.50735
1598,172.80257
1599,191.44443
1600,161.21439
1601,192.79422
1602,155.78316
1603,182.1415
1604,149.07022
1605,188.47278
1606,187.07796
1607,194.45467
1608,170.63957
1609,168.84785
1610,178.44702
1611,150.34438
1612,166.65002
1613,175.73781
1614,198.38278
1615,154.81
1616,160.31161
1617,174.2031
1618,201.42087
1619,151.87842
1620,180.3852
1621,160.91318
1622,178.03651
1623,155.62512
1624,162.6676
1625,154.83813
1626,172.39511
1627,203.4444
1628,168.40503
1629,182.19153
1630,168.04735
1631,156.00616
1632,188.41414
1633,195.08028
1634,182.79611
1635,180.10837
1636,161.61342
1637,201.93939
1638,176.19092
1639,166.2909
1640,166.0402
1641,170.15874
1642,157.99785
1643,180.8226
1644,155.61464
1645,212.07094
1646,151.8969
1647,170.60486
1648,190.86763
1649,167.16139
1650,174.60895
1651,140.88461
1652,181.5816
1653,169.91457
1654,141.07434
1655,159.52524
1656,176.34468
1657,183.77197
1658,190.61055
1659,210.5588
1660,173.0018
1661,159.65804
1662,131.03264
1663,137.12395
1664,164.33493
1665,184.98773
1666,181.4376
1667,178.50592
1668,183.43489
1669,176.67056
1670,175.13763
1671,160.5745
1672,164.83398
1673,176.93716
1674,167.53369
1675,171.14389
1676,182.01314
1677,137.901
1678,170.35112
1679,146.71915
1680,162.11496
1681,136.65695
1682,165.95583
1683,148.38896
1684,154.9739
1685,197.39052
1686,175.25006
1687,163.25395
1688,186.52661
1689,161.0325
1690,186.73395
1691,188.40225
1692,156.43884
1693,166.86697
1694,169.57217
1695,174.89014
1696,174.27103
1697,195.6993
1698,173.27295
1699,154.38953
1700,157.01985
1701,164.90392
1702,167.75385
1703,183.82501
1704,160.00677
1705,164.64832
1706,181.12856
1707,166.66278
1708,158.02023
1709,187.37433
1710,167.09964
1711,170.79468
1712,185.18388
1713,170.86911
1714,212.08759
1715,171.23509
1716,185.43207
1717,183.25833
1718,163.97551
1719,204.71237
1720,189.35135
1721,173.90933
1722,171.07559
1723,152.58315
1724,146.3857
1725,161.43765
1726,170.58392
1727,155.28096
1728,180.86072
1729,150.39764
1730,177.11855
1731,164.35336
1732,151.52328
1733,189.11993
1734,197.60565
1735,160.96033
1736,157.96371
1737,216.61371
1738,164.36253
1739,180.46594
1740,185.78726
1741,174.65245
1742,178.88647
1743,171.09724
1744,173.7114
1745,164.75443
1746,181.90753
1747,176.77254
1748,182.68866
1749,141.29567
1750,163.66946
1751,182.03778
1752,172.43501
1753,159.61081
1754,151.80095
1755,181.65771
1756,166.40591
1757,172.00471
1758,155.92712
1759,163.27747
1760,182.62529
1761,173.61823
1762,181.7594
1763,173.18639
1764,145.90202
1765,169.02661
1766,185.56384
1767,195.55553
1768,152.45052
1769,134.87695
1770,160.03915
1771,177.23914
1772,189.15535
1773,177.21872
1774,160.7771
1775,165.57553
1776,188.5036
1777,159.69855
1778,149.65411
1779,153.11598
1780,166.32076
1781,163.76184
1782,165.9204
1783,160.41692
1784,162.8477
1785,171.24573
1786,149.16187
1787,180.50598
1788,129.49646
1789,166.96033
1790,171.2341
1791,174.75174
1792,164.52403
1793,154.53354
1794,163.16461
1795,138.82224
1796,161.02599
1797,147.3219
1798,156.78065
1799,156.94
1800,161.79718
1801,162.85783
1802,162.86488
1803,149.43436
1804,167.76393
1805,157.0746
1806,180.29903
1807,142.91403
1808,173.08105
1809,160.69122
1810,173.80893
1811,157.38855
1812,156.76059
1813,163.52695
1814,167.12448
1815,177.07037
1816,170.66121
1817,168.98572
1818,172.6728
1819,165.76862
1820,186.18323
1821,166.53242
1822,167.9147
1823,169.7348
1824,141.60048
1825,191.97606
1826,149.8173
1827,163.13033
1828,173.07758
1829,198.57689
1830,185.16911
1831,148.36203
1832,189.26674
1833,150.26859
1834,204.01236
1835,181.84149
1836,152.56067
1837,180.8984
1838,136.1754
1839,160.4906
1840,158.73471
1841,160.84094
1842,159.78787
1843,171.94714
1844,174.61746
1845,141.78891
1846,148.87439
1847,174.57056
1848,167.17041
1849,155.62396
1850,155.31915
1851,156.84741
1852,165.59717
1853,199.18024
1854,165.72618
1855,152.33508
1856,164.81467
1857,174.77219
1858,155.27692
1859,159.03845
1860,177.93518
1861,156.76361
1862,180.51077
1863,177.59201
1864,153.37634
1865,132.3017
1866,130.23505
1867,164.40839
1868,173.9385
1869,129.8084
1870,162.27153
1871,172.05684
1872,160.29794
1873,151.70709
1874,151.13013
1875,152.69217
